id,name,name_native,name_romaji,birth_year,death_year,trained_from_est,locality,styles,primary_style,family,generation,n_students,n_descendants,connected,honours,legendary,added_by_research,wikipedia_url
R0002,Tokio Hisatomi,,,1927,2013,,"Mitsui-gun, Fukuoka, then Kurume, Japan",shito-kai|shito-ryu,shito-kai,japanese,13,0,0,yes,,,yes,
W0022,Tokuda Antei,,,1884,1979,,,,,,8,0,0,yes,,,yes,
C00604,Tokumine Pechin,徳嶺親雲上,,,,,,karate-generic,karate-generic,other,0,2,445,yes,,,,
C00605,Tokusaburo Matsuda,松田徳三郎,,1877,1931,,,karate-generic,karate-generic,other,5,1,618,yes,,,,
J0019,Tokuyama Yoshinori (usually romanised Yoshiki Tokuyama),徳山良規,,1946,,,,shudokan|kobayashi-shorin-ryu,shudokan,shuri-te,14,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
C00606,Tomei Tsuha,,,,,,,karate-generic,karate-generic,other,13,1,1,yes,,,,
Q15987806,Tomio Imamura,今村富雄,,1958,,1983,,shotokan|karate-generic|japanese-karate-generic|te,shotokan,japanese,16,0,0,yes,,,,https://en.wikipedia.org/wiki/Tomio_Imamura
C00607,Tomohiro Arashiro,,,1954,,,,karate-generic,karate-generic,other,14,0,0,yes,,,,
J0122,Tomokatsu Okano,岡野友勝,,,,,"Hachiōji, Tokyo",kenkojuku,kenkojuku,japanese,16,0,0,yes,,,yes,
J0121,Tomosaburo Okano,岡野友三郎,,,,,"Hachiōji, Tokyo",kenkojuku,kenkojuku,japanese,15,2,2,yes,,,yes,
A0067,Tomosada Kuda,,,1950,,,,matsumura-seito|okinawan-kobudo|matsumura-kenpo,matsumura-seito,shuri-te,14,0,0,yes,,,yes,
R0077,Tomoyuki Kato,加藤友幸,,1951,,,Tokyo,goju-ryu|goju-ryu-bujutsukan,goju-ryu,naha-te,13,0,0,yes,,,yes,
Q21503589,Toru Arakawa,荒川通,Tōru Arakawa,1932,2015,1957,,wado-ryu|karate-generic|japanese-karate-generic|te|wado-kai,wado-ryu,japanese,15,1,2,yes,,,,https://en.wikipedia.org/wiki/T%C5%8Dru_Arakawa
J0146,Toru Kadekaru,嘉手苅徹,,,,,"Naha, Okinawa (那覇市首里石嶺町3-90-5)",goju-ryu,goju-ryu,naha-te,,0,0,,,,yes,
R0057,Toru Miyagi,宮城徹,,1947,,,"born Shimoochiai, Shinjuku, Tokyo; teaches at Ōme, Tokyo",goju-ryu|komeikan|jundokan,goju-ryu,naha-te,13,1,1,yes,,,yes,
R0175,Toru Takamizawa,高見澤徹,,1942,1998,,"Nagano Prefecture, Japan; later Birmingham, United Kingdom",wado-ryu,wado-ryu,japanese,15,0,0,yes,,,yes,
C00610,Toru Urasoko,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,,,,
Q3025412,Toshiaki Kawada,川田利明,,1963,,1988,Naha,te,te,te,18,0,0,yes,,,,https://en.wikipedia.org/wiki/Toshiaki_Kawada
Q15845047,Toshihiro Mori,森俊博,,,,,,shotokan|karate-generic|japanese-karate-generic|te,shotokan,japanese,16,0,0,yes,,,,https://en.wikipedia.org/wiki/Toshihiro_Mori
Q7827674,Toshihiro Oshiro,大城利弘,Toshihiro Ōshiro,1949,,1974,,shorin-ryu|yamanni-ryu|okinawan-kobudo|karate-generic|okinawan-karate-generic|te|matsubayashi-ryu|yamanni-chinen-ryu-rbkd,shorin-ryu,shuri-te,17,0,0,yes,,,,https://en.wikipedia.org/wiki/Toshihiro_Oshiro
J0060,Toshikazu Sakamoto,坂本俊一,,,,,"Kyoto, Japan",dai-nippon-butokukai|shorin-ken,dai-nippon-butokukai,other,0,1,1,yes,,,yes,
C00618,Toshimasa Matsumoto,,,,,,,karate-generic,karate-generic,other,15,0,0,yes,,,,
A0056,Toshimitsu Arakaki,新垣敏光,,,,,,matsubayashi-ryu,matsubayashi-ryu,shuri-te,15,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
C00619,Toshimitsu Kina,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,,,,
Q3532632,Toshio Fujiwara,藤原敏男,,1948,,1973,,te,te,te,17,0,0,yes,,,,https://en.wikipedia.org/wiki/Toshio_Fujiwara
R0033,Toshio Kamata-Watanabe,,,,,,"Tokyo, Japan; later visited the United States",shotokan|ska,shotokan,japanese,14,1,3,yes,,,yes,
R0079,Toshio Tamano,,,1942,,,"born Tokyo; taught New York, then Milan and France",shoreikan|goju-ryu,shoreikan,naha-te,14,0,0,yes,,,yes,
Q4992635,Toshiro Daigo,醍醐敏郎,Toshirō Daigo,1926,2021,1951,,te,te,te,0,1,17,yes,,,,https://en.wikipedia.org/wiki/Toshir%C5%8D_Daigo
C00372,Toshizo Egawa,,,,,,,karate-generic,karate-generic,other,15,0,0,yes,,,,
KP011,Toyama,当山,,,,,,,,,,0,0,,,,yes,
R0046,Toyotaro Miyazaki,,,1944,2021,,"Tokyo, Japan; Flushing, Queens, New York, United States",kenkojuku,kenkojuku,japanese,16,0,0,yes,,,yes,
R0221,Trần Triệu Quân,,,1952,2010,,"Hanoi, then Quebec, Canada",itf-taekwondo|itf-weiler,itf-taekwondo,korean,15,0,0,yes,,,yes,
C00623,Tsugio Yonezawa,,,,,,,karate-generic,karate-generic,other,17,0,0,yes,,,,
J0075,Tsugumasa Nango,南郷継正,,1933,,,Miyazaki Prefecture,genwakai|renbukai|japanese-karate-generic|karate-generic,genwakai,japanese,,0,0,,,,yes,
C00625,Tsuguo Sakumoto,佐久本嗣男,,1947,,,,karate-generic|ryuei-ryu,ryuei-ryu,naha-te,14,4,4,yes,,,,
A0091,Tsukasa Mabuni,摩文仁司,,,,,,shito-ryu,shito-ryu,japanese,14,0,0,yes,,,yes,
C00626,Tsuken Akachu,,,,,,,karate-generic,karate-generic,other,1,0,0,yes,,,,
KN007,Tsuken Hantagwa,津堅ハンタ川,,,,,,okinawan-kobudo,okinawan-kobudo,kobudo,,0,0,,,,yes,
C00627,Tsuken Hantaka,,Tsuken Hantagwa,1829,1898,,,karate-generic,karate-generic,other,0,1,40,yes,,,,
A0025,Tsuken Shosoku Oyakata,,,,,,,okinawan-kobudo,okinawan-kobudo,kobudo,0,1,1,yes,,,yes,
Q2672426,Tsunejiro Tomita,富田常次郎,Tsunejirō Tomita,1865,1937,1890,,shito-ryu|ryoi-shinto-ryu|te|tenjin-shinyo-ryu,shito-ryu,japanese,2,0,0,yes,,,,https://en.wikipedia.org/wiki/Tomita_Tsunejir%C5%8D
Q7850204,Tsuneo Ando,安藤毎夫,Tsuneo Andō,1956,,1981,,te,te,te,3,0,0,yes,,,,https://en.wikipedia.org/wiki/Tsuneo_Ando
A0143,Tsuneo Kinjo,金城常雄,,,,,,goju-ryu|jundokan,goju-ryu,naha-te,13,0,0,yes,,,yes,
J0048,Tsuneo Shimabukuro,島袋常雄,Shimabukuro Tsuneo,1945,,,,uechi-ryu|ryukyu-kobudo,uechi-ryu,uechi-ryu,17,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
N0084,Tsunetomo Yamamoto,,,1659,1719,,,,,,,0,0,,,,yes,
A0234,Tsunetoshi Iikubo,飯久保恒年,,1835,1889,,,kito-ryu,kito-ryu,other,0,1,21,yes,,,yes,
Q4457146,Tsutomu Chida,千田務,,1950,,1975,,te,te,te,3,0,0,yes,,,,https://en.wikipedia.org/wiki/Tsutomu_Chida
C00628,Tsutomu Nakahodo,仲程力,,1933,,,,karate-generic|shohei-ryu,shohei-ryu,uechi-ryu,9,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,,
Q2619054,Tsutomu Ohshima,大島劼,Tsutomu Ōshima,1930,,1955,,shotokan|karate-generic|japanese-karate-generic|shotokai|te|ska,shotokan,japanese,16,2,2,yes,,,,https://en.wikipedia.org/wiki/Tsutomu_Ohshima
J0098,Tsutomu Takato,高頭勉,,,,,"Ōta, Tokyo",senbukan,senbukan,naha-te,14,0,0,yes,,,yes,
N0119,Tsutomu Yamagawa,,,,,,,,,,16,0,0,yes,,,yes,
Q135222893,Tsuyoshi Chitose,千歳剛直,,1898,1984,1923,Shuri,chito-ryu|karate-generic|naha-te|shuri-te|tomari-te|goju-ryu|shito-ryu|shotokan|matsubayashi-ryu|okinawan-kobudo,chito-ryu,japanese,12,7,19,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,,https://en.wikipedia.org/wiki/Tsuyoshi_Chitose
Q11486455,Tsuyoshi Hiroshige,廣重毅,,1947,2018,1972,,kyokushin|karate-generic|kyokushin-kan|shinkyokushin|te,kyokushin,kyokushin,16,6,6,yes,,,,https://en.wikipedia.org/wiki/Tsuyoshi_Hiroshige
C00634,Tung Chin,,,,,,,karate-generic,karate-generic,other,1,1,1,yes,,,,
J0026,Tōyama Zenshū,當山全秋,,1936,,,,goju-ryu|shoreikan,goju-ryu,naha-te,14,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
R0240,Ueno Takashi,上野貴,,1899,1976,,"Renseikan dōjō, Shinagawa, Tokyo",shindo-tenshin-ryu,shindo-tenshin-ryu,other,0,2,555,yes,,,yes,
A0156,Uhm Woon-kyu,엄운규,,1929,2017,,,taekwondo|korean-martial-arts|chung-do-kwan|kukki-taekwondo,taekwondo,korean,17,1,1,yes,,,yes,https://en.wikipedia.org/wiki/Chung_Do_Kwan
A0221,Uhugushiku,,,,,,,okinawan-kobudo|ryu-te,okinawan-kobudo,kobudo,0,1,6,yes,,,yes,https://en.wikipedia.org/wiki/Ry%C5%AB-te
A0114,Ulf Karlsson,,,,,,,kishimoto-di|shuri-te|taido,kishimoto-di,shuri-te,18,1,1,yes,,,yes,
A0125,Umikana Chinen,知念,Chinen Umikana,1797,1881,,,yamanni-ryu|okinawan-kobudo,yamanni-ryu,kobudo,4,1,596,yes,,,yes,
C00636,Unta Kanagusuku,,,,,,,karate-generic,karate-generic,other,,0,0,,,,,
C00637,Ushi Komesu,,,,,,,karate-generic,karate-generic,other,1,1,39,yes,,,,
Q4340844,Vasili Oshchepkov,Василий Ощепков,,1893,1937,1917,,chinese-martial-arts|scrape-artefact|te,chinese-martial-arts,chinese,2,0,0,yes,,,,https://en.wikipedia.org/wiki/Vasili_Oshchepkov
Q19325706,Vernon Bell,,,1922,2004,1947,,karate-generic|yoseikan-budo|te,yoseikan-budo,other,18,0,0,yes,,,,https://en.wikipedia.org/wiki/Vernon_Bell
Q7924865,Vic Moore,,,1943,,1968,Shuri,shuri-ryu|chito-ryu|kenpo|shotokan|goju-ryu|karate-generic,shuri-ryu,shuri-te,16,0,0,yes,,,,https://en.wikipedia.org/wiki/Vic_Moore
C00639,Wai Shin Zan,魏新賢,,,,,,karate-generic,karate-generic,other,1,7,1009,yes,,,,
KP008,Wai Shinzan,魏新賢,,,,,,whooping-crane,whooping-crane,chinese,0,3,910,yes,,,yes,
A0222,Wakinaguri,,,,,,,kenpo,kenpo,kenpo,0,1,6,yes,,,yes,https://en.wikipedia.org/wiki/Ry%C5%AB-te
A0045,Walter Dailey,,,,,,,shorin-ryu-seibukan,shorin-ryu-seibukan,shuri-te,15,0,0,yes,,,yes,
C00641,Wang Ji,汪楫,,1636,1699,,,karate-generic,karate-generic,other,,0,0,,,yes,,
J0071,Wayne Taylor,,,,,,United Kingdom,dai-nippon-butokukai,dai-nippon-butokukai,other,,0,0,,,,yes,
A0002,Werner Schenker,,,,,,,kyokushin,kyokushin,kyokushin,0,1,5,yes,,,yes,
A0093,William H. Price,,,,,,,motobu-ha-shito-ryu|shito-ryu|kuniba-ha,motobu-ha-shito-ryu,japanese,17,0,0,yes,,,yes,
A0005,William J. Dometrich,,,1935,2012,,,chito-ryu|dai-nippon-butokukai,chito-ryu,japanese,13,1,1,yes,,,yes,https://en.wikipedia.org/wiki/William_J._Dometrich
Q8014128,William Kwai Sun Chow,,,1914,1987,1939,,kara-ho-kempo|karate-generic|kenpo|kung-fu|te,kara-ho-kempo,kenpo,1,2,14,yes,,,,https://en.wikipedia.org/wiki/William_Kwai-sun_Chow
J0182,William Oliver,ウィリアム・オリバー,,1952,2005,,"New York, USA",kyokushin|seido-juku|kenshikai-oliver,kyokushin,kyokushin,18,0,0,yes,,,yes,
J0067,William Stockey,,,,,,"Fairfax, Virginia, USA",bushin-kan|dai-nippon-butokukai,bushin-kan,japanese,1,0,0,yes,,,yes,
Q8021897,Willie Williams,,,1951,2019,1976,,karate-generic|te|kyokushin,kyokushin,kyokushin,18,0,0,yes,,,,https://en.wikipedia.org/wiki/Willie_Williams
Q9096235,Won Kuk Lee,이원국,,1907,2003,1932,,shotokan|karate-generic|taekwondo|tang-soo-do|chuan-fa|korean-martial-arts|te|chung-do-kwan,shotokan,japanese,15,16,33,yes,,,,https://en.wikipedia.org/wiki/Won-kuk_Lee
Q8031976,Wong Chung-Yoh,,,,,,,karate-generic,karate-generic,other,0,1,1000,yes,,yes,,
KP019,Woo Jae-lim,,,,,,,,,,,0,0,,,,yes,
J0158,Woo Jong-lim,우종림,,,,,Korea,chung-do-kwan|oh-do-kwan|itf-taekwondo,chung-do-kwan,korean,16,0,0,yes,,,yes,
KP024,Wu Xiangui,呉賢貴,,1886,1940,,,whooping-crane,whooping-crane,chinese,0,4,772,yes,,,yes,
Q539362,Xhavit Bajrami,,,1975,,2000,,seidokaikan|karate-generic|te,seidokaikan,kyokushin,21,0,0,yes,,,,https://en.wikipedia.org/wiki/Xhavit_Bajrami
Q16907056,Xie Zongxiang,謝崇祥,,1852,1930,1877,,goju-ryu|karate-generic|te|whooping-crane,goju-ryu,naha-te,6,1,848,yes,,,,https://de.wikipedia.org/wiki/Xie_Zongxiang
KP014,Yaka,,,,,,,,,,,0,0,,,,yes,
B0018,Yamada (of Tomari),,,,,,,tomari-te,tomari-te,tomari-te,,0,0,,,,yes,
A0229,Yang Kuk-jin,양국진,,,,,,chinese-martial-arts,chinese-martial-arts,chinese,0,1,12,yes,,,yes,
J0014,Yara Choi,屋良朝意,,1915,2014,,,tomari-te,tomari-te,tomari-te,15,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
KP012,Yaraguwa,屋良小,,,,,,,,,,0,0,,,,yes,
C00646,Yashichiro Ijuin,,,,,,,karate-generic,karate-generic,other,0,1,978,yes,,,,
R0104,Yasuharu Makishi,,,1939,2013,,Okinawa,matsubayashi-ryu,matsubayashi-ryu,shuri-te,15,0,0,yes,,,yes,
Q4340863,Yasuhiko Oyama,大山泰彦,Yasuhiko Ōyama,1942,,1967,,kyokushin|karate-generic|te|world-oyama,kyokushin,kyokushin,18,1,2,yes,,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B1%B1%E6%B3%B0%E5%BD%A6
A0169,Yasuhiro Chitose,,,,,,,chito-ryu,chito-ryu,japanese,13,1,1,yes,,,yes,
Q4351940,Yasuhiro Konishi,小西康裕,,1893,1983,1918,,shindo-jinen-ryu|shito-ryu|shotokan|japanese-karate-generic|karate-generic|takenouchi-ryu|te,shindo-jinen-ryu,japanese,14,7,16,yes,,,,https://en.wikipedia.org/wiki/Yasuhiro_Konishi
R0135,Yasuhiro Shichinohe,七戸康博,,1961,,,"Fukaura (formerly Iwasaki village), Aomori; Okinawa branch",kyokushin,kyokushin,kyokushin,16,0,0,yes,,,yes,
R0009,Yasuhiro Suzuki,,,,,,Japan; then Paris and Brussels,kofukan|shukokai,kofukan,japanese,14,0,0,yes,,,yes,
A0032,Yasuhiro Uema,上間康弘,,1945,2025,,,kobayashi-shorin-ryu|shorin-ryu-shubukan,kobayashi-shorin-ryu,shuri-te,8,1,1,yes,,,yes,
Q8049998,Yasuhisa Shioda,塩田泰久,,1952,,1977,,te,te,te,3,0,0,yes,,,,https://en.wikipedia.org/wiki/Yasuhisa_Shioda
A0204,Yasunari Ishimi,,,1943,,,,shito-ryu|shito-kai,shito-ryu,japanese,16,1,2,yes,,,yes,https://en.wikipedia.org/wiki/Yasunari_Ishimi
Q15845038,Yasunori Ogura,小倉靖典,,1958,,1983,,shotokan|karate-generic|japanese-karate-generic|te,shotokan,japanese,16,0,0,yes,,,,https://en.wikipedia.org/wiki/Yasunori_Ogura
Q15845033,Yasuo Hanzaki,半崎靖雄,,1962,,1987,,shotokan|karate-generic|japanese-karate-generic|te,shotokan,japanese,16,0,0,yes,,,,https://en.wikipedia.org/wiki/Yasuo_Hanzaki
J0079,Yasuo Kawano,河野保雄,,,,,Kyoto,nihon-seibukan|goju-ryu|naha-te|karate-generic,nihon-seibukan,naha-te,15,0,0,yes,,,yes,
C00648,Yasuo Shimoji,,,,,,,karate-generic,karate-generic,other,8,0,0,yes,,,,
A0124,Yasushi Matayoshi,又吉靖,,1965,,,,matayoshi-kobudo|matayoshi-kodokan,matayoshi-kobudo,kobudo,16,0,0,yes,,,yes,
R0165,Yasushi Nakamura,中村靖,,,,,"Ōnaka 1-14-12, Nago City, Okinawa",okinawa-kenpo,okinawa-kenpo,shuri-te,14,0,0,yes,,,yes,
C00649,Yasutaka Taira,,,,,,,karate-generic,karate-generic,other,,0,0,,,,,
R0144,Yasuto Onishi,大西靖人,,1957,,,Tokyo Jōsai branch,kyokushin,kyokushin,kyokushin,17,1,1,yes,,,yes,
C00650,Yeiko Nakahara,,,,,,,karate-generic,karate-generic,other,17,0,0,yes,,,,
C00651,Yeishun Henna,,,,,,,karate-generic,karate-generic,other,8,0,0,yes,,,,
N0028,Ying Jin,金硬流 (Kingai-ryu),,,,,,,,,13,1,44,yes,,,yes,
J0111,Yohei Akamine,赤嶺要平,,,,,Okinawa,yamanni-ryu|okinawan-kobudo,yamanni-ryu,kobudo,6,1,16,yes,,,yes,
R0059,Yonekazu Uehara,,,,,,"Naha, Okinawa",iogkf|goju-ryu|togkf,iogkf,naha-te,14,0,0,yes,,,yes,
C00652,Yoneo Yoshizato,,,,,,,karate-generic,karate-generic,other,,0,0,,,,,
J0154,Yoo Eung-jun,유응준,,,,,Seoul,chung-do-kwan,chung-do-kwan,korean,16,2,3,yes,,,yes,
A0154,Yoon Byung-in,윤병인 (尹炳仁),,1920,1983,,,taekwondo|shudokan|chuan-fa|korean-martial-arts|chang-moo-kwan,taekwondo,korean,14,3,4,yes,,,yes,https://en.wikipedia.org/wiki/Yoon_Byung-in
A0097,Yoshiaki Ajari,,,1933,2022,,,wado-ryu|goju-ryu,wado-ryu,japanese,15,0,0,yes,,,yes,
C00653,Yoshiaki Gakiya,,,,,,,karate-generic|matayoshi-kodokan|okinawa-kobudo-doushi-renseikai,matayoshi-kodokan,kobudo,16,2,2,yes,,,,
C00654,Yoshiaki Iwanishi,,,,,,,karate-generic,karate-generic,other,15,0,0,yes,,,,
R0013,Yoshiaki Nobukawa,信川義明,,,,,"Inami, Kako-gun, Hyogo, Japan",nobukawa-ha-shito-ryu,nobukawa-ha-shito-ryu,japanese,15,0,0,yes,,,yes,
C00655,Yoshiaki Unno,,,,,,,karate-generic,karate-generic,other,,0,0,,,,,
R0213,Yoshida Kotaro,吉田幸太郎,,,,,Japan,daito-ryu,daito-ryu,other,0,1,11,yes,,,yes,
J0114,Yoshifumi Hayasaka,早坂義文,,,,,"Ryugasaki, Ibaraki, Japan",kingai-ryu|matayoshi-kobudo|negishi-ryu,kingai-ryu,kobudo,16,0,0,yes,,,yes,
Q15845053,Yoshiharu Osaka,大阪可治,Yoshiharu Ōsaka,1947,,1972,,shotokan|karate-generic|japanese-karate-generic|te|jka,shotokan,japanese,16,0,0,yes,,,,https://en.wikipedia.org/wiki/Yoshiharu_Osaka
A0041,Yoshihide Shinzato,新里良英,,1927,2008,,,kobayashi-shorin-ryu|shorin-ryu,kobayashi-shorin-ryu,shuri-te,13,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
A0141,Yoshihiro Miyazato,宮里善博,,,,,,goju-ryu|jundokan,goju-ryu,naha-te,13,0,0,yes,,,yes,
R0150,Yoshiie Okubo,大久保義家,,1962,,,Saitama,shidokan,shidokan,kyokushin,18,0,0,yes,,,yes,
Q6130268,Yoshiji Soeno,添野義二,,1947,,1972,,shidokan|goju-ryu|kyokushin|shotokan|wado-ryu|japanese-karate-generic|karate-generic,shidokan,kyokushin,17,5,5,yes,,,,https://en.wikipedia.org/wiki/Yoshiji_Soeno
C00656,Yoshiji Tengan,,,,,,,karate-generic,karate-generic,other,,0,0,,,,,
R0133,Yoshikazu Matsushima,松島良一,,1947,,,"Midori, Gunma (formerly Ōmama, Yamada district)",iko-3,iko-3,kyokushin,16,0,0,yes,,,yes,
J0140,Yoshimasa Kakazu,嘉数嘉昌,,,,,"Naha, Okinawa (那覇市上間1-25-9)",shorin-ryu-kyudokan,shorin-ryu-kyudokan,shuri-te,,0,0,,,,yes,
J0045,Yoshimasa Matsuda,松田芳正,Matsuda Yoshimasa,,,,,shorin-ryu|kobayashi-shorin-ryu,shorin-ryu,shuri-te,17,1,1,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
A0214,Yoshimatsu Akamine,赤嶺嘉松,,1943,,,,matsumura-seito,matsumura-seito,shuri-te,7,0,0,yes,,,yes,
A0026,Yoshimi Inoue,井上慶身,,1946,2015,,,shito-ryu|inoue-ha-shito-ryu,shito-ryu,japanese,16,5,5,yes,,,yes,
Q4992628,Yoshimi Osawa,大沢慶己,Yoshimi Ōsawa,1926,2022,1951,,te,te,te,0,1,17,yes,,,,https://en.wikipedia.org/wiki/Yoshimi_Osawa
J0129,Yoshimitsu Furuya,古屋美光,,,,,,genseiryu-butokukai,genseiryu-butokukai,shuri-te,,0,0,,,,yes,
KP020,Yoshinao Nanbu,南部好直,,1943,,,,,,,14,2,2,yes,,,yes,
A0196,Yoshinobu Ohta,,,1959,,,,shotokan,shotokan,japanese,18,0,0,yes,,,yes,
C00658,Yoshinobu Sugai,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,,,,
R0149,Yoshinori Nishi,西良典,,1955,,,Nagasaki,kudo,kudo,kyokushin,20,0,0,yes,,,yes,
J0119,Yoshinori Takita,瀧田良德,,,,,,shotokai,shotokai,japanese,17,0,0,yes,,,yes,
R0061,Yoshinori Yonesato,,,,,,Okinawa,goju-ryu|togkf,goju-ryu,naha-te,14,0,0,yes,,,yes,
C00659,Yoshio Hichiya,,,,,,,karate-generic|goju-ryu,goju-ryu,naha-te,14,1,1,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,,
J0035,Yoshio Higa,比嘉敏雄,Higa Yoshio,1930,,,,uechi-ryu|shohei-ryu,uechi-ryu,uechi-ryu,8,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
C00660,Yoshio Itokazu,,,1896,,,,karate-generic,karate-generic,other,12,2,2,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,,
J0031,Yoshio Kuba,久場良男,Kuba Yoshio,1946,,,,goju-ryu,goju-ryu,naha-te,14,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
J0013,Yoshio Matsuda,松田義雄,Matsuda Yoshio,,,,,uechi-ryu,uechi-ryu,uechi-ryu,8,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
Q8056246,Yoshio Nakamura,中村佳央,,1970,,1995,,te,te,te,19,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,,https://en.wikipedia.org/wiki/Yoshio_Nakamura
C00399,Yoshio Okawa,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,,,,
J0037,Yoshio Taira,平良吉雄,Taira Yoshio,,,,,goju-ryu,goju-ryu,naha-te,15,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
C00400,Yoshio Uehara,,,,,,,karate-generic,karate-generic,other,12,0,0,yes,,,,
C00663,Yoshio Zaha,,,,,,,karate-generic,karate-generic,other,12,0,0,yes,,,,
A0055,Yoshitaka Taira,平良慶孝,,1943,,,,matsubayashi-ryu,matsubayashi-ryu,shuri-te,16,1,1,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
Q3236604,Yoshitsugu Yamashita,山下義韶,,1865,1935,1890,,tenjin-shinyo-ryu|scrape-artefact|te|yoshin-ryu,tenjin-shinyo-ryu,other,2,0,0,yes,,,,https://en.wikipedia.org/wiki/Yamashita_Yoshitsugu
J0039,Yoshitsune Senaga,瀬長義常,Senaga Yoshitsune,1937,,,,uechi-ryu,uechi-ryu,uechi-ryu,16,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
Q15987228,Yuchoku Higa,比嘉佑直,Yūchoku Higa,1910,1994,1935,Naha,shorin-ryu|goju-ryu|japanese-karate-generic|karate-generic|okinawan-karate-generic|te|shorin-ryu-kyudokan,shorin-ryu,shuri-te,18,17,32,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,,https://en.wikipedia.org/wiki/Higa_Yuchoku
A0066,Yuichi Kuda,,,1928,1999,,,matsumura-seito|okinawa-kenpo|okinawan-kobudo|matsumura-kenpo,matsumura-seito,shuri-te,13,1,1,yes,,,yes,
J0106,Yuka Shimizu,清水由佳,,,,,Japan,ryuei-ryu,ryuei-ryu,naha-te,15,0,0,yes,,,yes,
Q3272171,Yukari Oshima,大島由加里,,1963,,1988,,goju-ryu|karate-generic|kung-fu|te,goju-ryu,naha-te,13,0,0,yes,,,,https://en.wikipedia.org/wiki/Yukari_Oshima
C00665,Yuki Morobashi,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,,,,
J0055,Yukiharu Miura,三浦靱治,,,,,"Kyoto, Japan",dai-nippon-butokukai,dai-nippon-butokukai,other,,0,0,,,,yes,
C00666,Yukio Adachi,,,,,,,karate-generic,karate-generic,other,15,0,0,yes,,,,
A0119,Yukio Kuniyoshi,國吉幸雄,,,,,,ryukyu-kobudo|ryukyu-kobudo-akamine,ryukyu-kobudo,kobudo,16,0,0,yes,,,yes,
J0187,Yukio Tani,谷幸雄,,1880,1950,,"London, England (from Japan)",tenjin-shinyo-ryu|daito-ryu|judo,tenjin-shinyo-ryu,other,1,0,0,yes,,,yes,
R0084,Yukitoshi Ishiki,,,,,,"Itoman City, Okinawa",shodokan-goju-ryu|goju-ryu,shodokan-goju-ryu,naha-te,1,0,0,yes,,,yes,
Q15845027,Yuko Hirayama,平山裕子,,1969,,1994,,shotokan,shotokan,japanese,16,0,0,yes,,,,
J0018,Yuko Tomimoto,富本裕宏,Tomimoto Yuko,1939,2023,,,okinawan-kobudo,okinawan-kobudo,kobudo,,0,0,,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
A0152,Yun Kwae-byung,윤쾌병 (尹快炳),,1922,2000,,,taekwondo|shudokan|shito-ryu|korean-martial-arts|ji-do-kwan|renbukai,taekwondo,korean,15,4,8,yes,,,yes,https://en.wikipedia.org/wiki/Yun_Kwae-byung
C00667,Yushin Tomei,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,,
C00668,Yusho Higa,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,,,,
C00669,Yusuke Horiyama,,,,,,,karate-generic,karate-generic,other,17,0,0,yes,,,,
J0061,Yutaka Takeda,竹田豊,,,,,"Kyoto, Japan",dai-nippon-butokukai,dai-nippon-butokukai,other,,0,0,,,,yes,
Q4023282,Yutaka Toyama,富山豊,,1938,,1963,,wado-ryu|karate-generic|te,wado-ryu,japanese,15,0,0,yes,,,,https://fr.wikipedia.org/wiki/Yutaka_Toyama
Q8062088,Yutaka Yaguchi,矢口豊,,1932,2023,1957,,shotokan|karate-generic|japanese-karate-generic|te|iskf,shotokan,japanese,16,0,0,yes,,,,https://en.wikipedia.org/wiki/Yutaka_Yaguchi
R0140,Yuzo Goda,郷田勇三,,1940,,,Tokyo (Jōtō branch),iko-1,iko-1,kyokushin,17,0,0,yes,,,yes,
