node_id,name,name_native,name_romaji,birth_year,death_year,trained_from_est,locality,styles,primary_style,connected,generation,legendary,added_by_research,wikipedia_url
C00347,Masaru Yonamine,,,,,,,karate-generic,karate-generic,yes,14,,,
C00348,Takenobu Uehara,上原武信,,,,,,karate-generic,karate-generic,yes,8,,,
C00349,Tankichi Nagamine,,,,,,,karate-generic,karate-generic,yes,16,,,
C00350,Taro Shimabuku,島袋太郎,,,,,,karate-generic,karate-generic,yes,10,,,
C00351,Taruu Kanagusuku,,,,,,,karate-generic,karate-generic,,,,,
C00352,Tatsumi Kojo,湖城立美,,,,,,karate-generic|kojo-ryu,kojo-ryu,yes,9,,,
C00353,Tatsunori Matsuda,,,,,,,karate-generic,karate-generic,yes,13,,,
C00354,Tawata Pechin,多和田親雲上,,,,,,karate-generic|okinawan-kobudo,okinawan-kobudo,yes,5,,,
C00355,Teiichi Nakamura,,,,,,,karate-generic,karate-generic,yes,0,,,
C00356,Teikichi China,,,,,,,karate-generic,karate-generic,yes,13,,,
C00358,Matsu Kanagusuku,,,,,,,karate-generic,karate-generic,,,,,
C00359,Matsu Kinjo,,,,,,,karate-generic,karate-generic,,,,,
C00361,Tetsunosuke Yasuda,,,1926,,,,karate-generic,karate-generic,yes,10,,,
C00362,Matsuo Kawada,,,,,,,karate-generic,karate-generic,,,,,
C00363,Matsutaro Ire,,,1879,1971,,,karate-generic,karate-generic,yes,1,,,
C00364,Meiyu Kinjo,,,,,,,karate-generic,karate-generic,,,,,
C00365,Meiyu Takara,,,,,,,karate-generic,karate-generic,yes,13,,,
C00366,Miinshiin Higa,,,,,,,karate-generic,karate-generic,yes,2,,,
C00368,Minoru Nakazato,仲里稔,,,,,,karate-generic|shorin-ryu-shorinkan,shorin-ryu-shorinkan,yes,14,,,
C00369,Mitsuhiko Kinjo,,,,,,,karate-generic,karate-generic,,,,,
C00370,Mitsuo Inoue,,,,,,,karate-generic,karate-generic,yes,7,,,
C00371,Mitsuo Miyazato,,,,,,,karate-generic,karate-generic,yes,13,,,
C00372,Toshizo Egawa,,,,,,,karate-generic,karate-generic,yes,13,,,
C00373,Moden Yabiku,屋比久孟伝,,1878,1941,,,karate-generic|ryukyu-kobujutsu-kenkyukai,ryukyu-kobujutsu-kenkyukai,yes,6,,,
C00374,Morimasa Arakaki,,,,,,,karate-generic,karate-generic,yes,11,,,
C00375,Morinobu Maeshiro,眞栄城守信,,,,,,karate-generic,karate-generic,yes,13,,,
C00385,Nanko Minei,,,,,,,karate-generic,karate-generic,yes,10,,,
C00387,Narihiko Takamura,,,,,,,karate-generic,karate-generic,,,,,
C00388,Natsukichi Shimabuku,,,,,,,karate-generic,karate-generic,yes,7,,,
C00390,Noboru Isakawa,,,,,,,karate-generic,karate-generic,yes,14,,,
C00397,Noriyasu Kinjo,,,,,,,karate-generic,karate-generic,yes,14,,,
C00399,Yoshio Okawa,,,,,,,karate-generic,karate-generic,yes,13,,,
C00400,Yoshio Uehara,,,,,,,karate-generic,karate-generic,yes,12,,,
C00404,Seijin Toguchi,,,,,,,karate-generic,karate-generic,,,,,
C00409,Osamu Ozawa,,,1925,1998,,,karate-generic,karate-generic,yes,11,,,
C00427,Ranho Maezato,真栄里蘭芳,Maesato Ranpo,1838,1904,,,karate-generic,karate-generic,yes,1,,,
C00430,Rod Lipka,,,,,,,karate-generic,karate-generic,yes,14,,,
C00432,Ryoichi Onishi,,,,,,,karate-generic,karate-generic,yes,10,,,
C00433,Ryokichi Tomoyose,,,,,,,karate-generic,karate-generic,yes,7,,,
C00434,Ryoko Chibana,,,,,,,karate-generic,karate-generic,yes,12,,,
C00435,Ryomei Tamaki,,,,,,,karate-generic,karate-generic,,,,,
C00436,Ryosei Kuwae,桑江良正,,1853,1939,,,karate-generic,karate-generic,yes,5,,,
C00437,Ryosho Goya,,,,,,,karate-generic,karate-generic,yes,14,,,
C00438,Ryuko Tomoyose,友寄隆宏,,1928,2019,,,karate-generic|shohei-ryu,shohei-ryu,yes,7,,,
C00440,Ryusho Sakagami,坂上隆祥,,1915,1993,,,karate-generic|itosu-ryu,itosu-ryu,yes,12,,,
C00441,Ryuyu Tomoyose,友寄隆優,,,,,,karate-generic|uechi-ryu,uechi-ryu,yes,7,,,
C00444,Saburo Uehara,上原三郎,,1900,1965,,,karate-generic,karate-generic,yes,7,,,
C00446,Sadao Miyazato,,,,,,,karate-generic,karate-generic,yes,13,,,
C00448,Sakihara Pechin,,,,,,,karate-generic,karate-generic,yes,5,,,
C00449,Sanda Chinen,知念三良,Chinen Saburo (Sanda),1842,1925,,,karate-generic|yamanni-ryu,yamanni-ryu,yes,5,,,
C00450,Sanda Kanagusuku,金城大筑,Kinjo Ufuchiku,1841,1921,,,karate-generic|okinawan-kobudo|ufuchiku-kobujutsu,okinawan-kobudo,yes,0,,,
C00451,Satoru Araki,,,,,,,karate-generic,karate-generic,yes,7,,,
C00454,Seibu Tomigawa,,,,,,,karate-generic,karate-generic,yes,0,,,
C00471,Seijin Inamine,,,,,,,karate-generic,karate-generic,yes,14,,,
C00475,Seikichi Higa,比嘉世吉,,1927,1999,,,karate-generic|shodokan-goju-ryu,shodokan-goju-ryu,yes,13,,,
C00476,Seikichi Hokama,,,1896,,,,karate-generic,karate-generic,yes,7,,,
C00478,Seikichi Uehara,上原清吉,,1904,2004,,,karate-generic|motobu-udundi,motobu-udundi,yes,11,,,
C00480,Seiki Itokazu,糸数盛喜,,1915,2006,,,karate-generic|konan-ryu,konan-ryu,yes,7,,,
C00481,Seiko Goya,,,,,,,karate-generic,karate-generic,yes,13,,,
C00483,Seiko Itokazu,,,,,,,karate-generic|uechi-ryu,uechi-ryu,yes,13,,,
C00484,Seiko Nakamoto,,,,,,,karate-generic,karate-generic,yes,10,,,
C00485,Seiro Tonaki,,,,,,,karate-generic,karate-generic,yes,6,,,
C00486,Seisaburo Miyagi,,,,,,,karate-generic,karate-generic,yes,7,,,
C00487,Seishin Arashiro,,,,,,,karate-generic,karate-generic,yes,10,,,
C00488,Seishin Shirado,,,,,,,karate-generic,karate-generic,yes,7,,,
C00489,Seisho Hanashiro,,,,,,,karate-generic,karate-generic,yes,13,,,
C00490,Seisho Kuniyoshi,,,,,,,karate-generic,karate-generic,yes,10,,,
C00491,Seisho Yonaha,,,,,,,karate-generic,karate-generic,yes,7,,,
C00492,Seisuke Adaniya,,,,,,,karate-generic,karate-generic,yes,13,,,
C00493,Seisun Yamauchi,,,,,,,karate-generic,karate-generic,,,,,
C00494,Seitoku Higa,比嘉清徳,,1921,2006,,,karate-generic|bugeikan|kishimoto-di,bugeikan,yes,13,,,
C00495,Seiyei Akamine,,,,,,,karate-generic,karate-generic,yes,11,,,
C00501,Seiyu Yonaha,,,,,,,karate-generic,karate-generic,,,,,
C00503,Senmatsu Unten,,,,,,,karate-generic,karate-generic,yes,8,,,
C00504,Senyu Unten,,,,,,,karate-generic,karate-generic,yes,9,,,
C00505,Shigemitsu Morine,,,,,,,karate-generic,karate-generic,yes,10,,,
C00506,Shigeru Kojo,湖城繁,,1934,,,,karate-generic|kojo-ryu,kojo-ryu,yes,8,,,
C00507,Shigeru Takamiyagi,高宮城繁,,1935,2014,,,karate-generic,karate-generic,yes,7,,,
C00508,Shinbi Kaneshima,,Kaneshima Shinbi,1868,1921,,,karate-generic|ishimine-ryu,ishimine-ryu,yes,6,,,
C00509,Shinkichi Ishimine,,,,,,,karate-generic,karate-generic,yes,13,,,
C00510,Shinkichi Kuniyoshi,国吉真吉,,1848,1926,,,karate-generic|honshin-ryu,honshin-ryu,yes,2,,,
C00511,Shinkichi Nakamura,,,,,,,karate-generic,karate-generic,yes,13,,,
C00512,Shinsaku Minami,,,,,,,karate-generic,karate-generic,yes,13,,,
C00513,Shinsei Omine,,,,,,,karate-generic,karate-generic,yes,13,,,
C00514,Shinsuke Kaneshima,,,1902,1990,,,karate-generic|shorin-ryu,shorin-ryu,yes,12,,,
C00515,Shintaro Yoshizato,,,1913,,,,karate-generic,karate-generic,yes,12,,,
C00517,Shinyei Kaneshima,,Kaneshima Shin'ei,,,,,karate-generic|ishimine-ryu,ishimine-ryu,yes,12,,,
C00518,Shinyei Kyan,喜屋武眞榮,Shinei Kyan,1912,1997,,,karate-generic|ufuchiku-kobujutsu,ufuchiku-kobujutsu,yes,13,,,
C00519,Shinyei Maeda,,,,,,,karate-generic,karate-generic,,,,,
C00520,Shiyu Toma,,Shiyū Toma,,,,,karate-generic,karate-generic,yes,14,,,
C00521,Shoei Miyazato,,,,,,,karate-generic,karate-generic,yes,13,,,
C00522,Shoi Sai,蔡昌偉,,1816,1906,,,karate-generic,karate-generic,yes,2,,,
C00523,Shoji Arasaki,,,,,,,karate-generic,karate-generic,yes,7,,,
C00525,Shoko Itokazu,,,,,,,karate-generic,karate-generic,yes,0,,,
C00527,Shosei Kina,喜納昌盛,,1882,1981,,,karate-generic|ufuchiku-kobujutsu,ufuchiku-kobujutsu,yes,1,,,
C00531,Shuei Sakiyama,,,,,,,karate-generic,karate-generic,yes,7,,,
C00542,Shuren Kojo,湖城秀蓮,,1883,1945,,,karate-generic|kojo-ryu,kojo-ryu,yes,5,,,
C00546,Shusei Maeshiro,真栄城守成,,,,,,karate-generic,karate-generic,yes,13,,,
C00549,Sogen Sakiyama,,,,,,,karate-generic,karate-generic,yes,9,,,
C00550,Soko Kishimoto,岸本祖孝,,1862,1945,,,karate-generic|kishimoto-di,kishimoto-di,yes,5,,,
C00564,Taitei Kojo,湖城大禎,,1837,1917,,,karate-generic|kojo-ryu,kojo-ryu,yes,3,,,
C00565,Takao Nohara,,,,,,,karate-generic,karate-generic,yes,9,,,
C00566,Takashi Kinjo,金城孝,,,,,,karate-generic|konan-ryu,konan-ryu,yes,13,,,
C00567,Takashi Kiokawa,,,,,,,karate-generic,karate-generic,,,,,
C00568,Takasuga Kitamura,,,,,,,karate-generic,karate-generic,yes,13,,,
C00572,Takeo Hiyagon,,,,,,,karate-generic,karate-generic,yes,7,,,
C00573,Takeshi Naito,,,,,,,karate-generic,karate-generic,yes,15,,,
C00574,Taketo Nakamura,中村丈人,,1934,,,,karate-generic|okinawa-kenpo,okinawa-kenpo,yes,13,,,
C00575,Takeyuki Kinjo,,,,,,,karate-generic,karate-generic,yes,11,,,
C00582,Teamaai Uehara,,,,,,,karate-generic,karate-generic,yes,7,,,
C00586,Teruo Hayashi,林輝男,,1924,2004,,,karate-generic|hayashi-ha-shito-ryu|motobu-ha-shito-ryu,hayashi-ha-shito-ryu,yes,13,,,
C00587,Teruyuki Higa,,,,,,,karate-generic,karate-generic,yes,13,,,
C00604,Tokumine Pechin,徳嶺親雲上,,,,,,karate-generic,karate-generic,yes,0,,,
C00605,Tokusaburo Matsuda,松田徳三郎,,1877,1931,,,karate-generic,karate-generic,yes,5,,,
C00606,Tomei Tsuha,,,,,,,karate-generic,karate-generic,yes,13,,,
C00607,Tomohiro Arashiro,,,,,,,karate-generic,karate-generic,yes,11,,,
C00610,Toru Urasoko,,,,,,,karate-generic,karate-generic,yes,13,,,
C00618,Toshimasa Matsumoto,,,,,,,karate-generic,karate-generic,yes,13,,,
C00619,Toshimitsu Kina,,,,,,,karate-generic,karate-generic,yes,13,,,
C00623,Tsugio Yonezawa,,,,,,,karate-generic,karate-generic,yes,14,,,
C00625,Tsuguo Sakumoto,佐久本嗣男,,1947,,,,karate-generic|ryuei-ryu,ryuei-ryu,yes,11,,,
C00626,Tsuken Akachu,,,,,,,karate-generic,karate-generic,yes,1,,,
C00627,Tsuken Hantaka,,Tsuken Hantagwa,1829,1898,,,karate-generic,karate-generic,yes,0,,,
C00628,Tsutomu Nakahodo,仲程力,,1933,,,,karate-generic|shohei-ryu,shohei-ryu,yes,8,,,
C00634,Tung Chin,,,,,,,karate-generic,karate-generic,yes,1,,,
C00636,Unta Kanagusuku,,,,,,,karate-generic,karate-generic,,,,,
C00637,Ushi Komesu,,,,,,,karate-generic,karate-generic,yes,1,,,
C00639,Wai Shin Zan,,,,,,,karate-generic,karate-generic,yes,1,,,
C00641,Wang Ji,汪楫,,1636,1699,,,karate-generic,karate-generic,,,yes,,
C00646,Yashichiro Ijuin,,,,,,,karate-generic,karate-generic,yes,0,,,
C00648,Yasuo Shimoji,,,,,,,karate-generic,karate-generic,yes,7,,,
C00649,Yasutaka Taira,,,,,,,karate-generic,karate-generic,,,,,
C00650,Yeiko Nakahara,,,,,,,karate-generic,karate-generic,yes,14,,,
C00651,Yeishun Henna,,,,,,,karate-generic,karate-generic,yes,7,,,
C00652,Yoneo Yoshizato,,,,,,,karate-generic,karate-generic,,,,,
C00653,Yoshiaki Gakiya,,,,,,,karate-generic|matayoshi-kodokan|okinawa-kobudo-doushi-renseikai,matayoshi-kodokan,yes,13,,,
C00654,Yoshiaki Iwanishi,,,,,,,karate-generic,karate-generic,yes,13,,,
C00655,Yoshiaki Unno,,,,,,,karate-generic,karate-generic,,,,,
C00656,Yoshiji Tengan,,,,,,,karate-generic,karate-generic,,,,,
C00657,Chogi Yoshimura,義村朝義,,1866,1945,,,karate-generic,karate-generic,yes,8,,,
C00658,Yoshinobu Sugai,,,,,,,karate-generic,karate-generic,yes,10,,,
C00659,Yoshio Hichiya,,,,,,,karate-generic|goju-ryu,goju-ryu,yes,11,,,
C00660,Yoshio Itokazu,,,1896,,,,karate-generic,karate-generic,yes,9,,,
C00663,Yoshio Zaha,,,,,,,karate-generic,karate-generic,yes,12,,,
C00665,Yuki Morobashi,,,,,,,karate-generic,karate-generic,yes,10,,,
C00666,Yukio Adachi,,,,,,,karate-generic,karate-generic,yes,13,,,
C00667,Yushin Tomei,,,,,,,karate-generic,karate-generic,yes,9,,,
C00668,Yusho Higa,,,,,,,karate-generic,karate-generic,yes,10,,,
C00669,Yusuke Horiyama,,,,,,,karate-generic,karate-generic,yes,14,,,
C00672,Zenpo Shimabukuro,島袋善保,,1943,,,,karate-generic|shorin-ryu-seibukan,shorin-ryu-seibukan,yes,13,,,
J0001,Shuichi Aragaki,新垣修一,Aragaki Shuichi,1929,2021,,,goju-ryu,goju-ryu,yes,10,,yes,
J0002,Seitoku Matayoshi,又吉清徳,Matayoshi Seitoku,,,,,goju-ryu,goju-ryu,yes,11,,yes,
J0003,Anyu Shinjo,新城安勇,Shinjo Anyu,1942,,,,goju-ryu|jundokan,goju-ryu,yes,10,,yes,
J0004,Masanobu Miyahira,宮平昌信,Miyahira Masanobu,,,,,matayoshi-kobudo,matayoshi-kobudo,yes,13,,yes,
J0005,Seigi Ishikawa,石川清義,Ishikawa Seigi,1926,,,,kobayashi-shorin-ryu,kobayashi-shorin-ryu,yes,13,,yes,
J0006,Seitoku Ishikawa,石川精徳,Ishikawa Seitoku,1925,2013,,,kobayashi-shorin-ryu,kobayashi-shorin-ryu,yes,11,,yes,
J0007,Shintoku Takara,高良信徳,Takara Shintoku,1930,,,,uechi-ryu,uechi-ryu,yes,7,,yes,
J0008,Takeshi Miyagi,宮城驍,Miyagi Takeshi,1935,,,,kobayashi-shorin-ryu|shorin-ryu-shidokan,kobayashi-shorin-ryu,yes,13,,yes,
J0009,Seiki Takushi,澤岻政輝,Takushi Seiki,1940,,,,goju-ryu|matayoshi-kobudo,goju-ryu,yes,12,,yes,
J0010,Seiyū Nakamura,中村清祐,Nakamura Seiyū,1941,,,,shorin-ryu-shidokan|okinawan-kobudo,shorin-ryu-shidokan,yes,13,,yes,
J0011,Seiei Nakaza,仲座清栄,Nakaza Seiei,1942,2013,,,shorin-ryu-shorinkan|shorinji-ryu|goju-ryu,shorin-ryu-shorinkan,yes,14,,yes,
J0012,Ōshiro Masatoshi,大城マサトシ,,,,,,okinawan-karate-generic,okinawan-karate-generic,,,,yes,
J0013,Yoshio Matsuda,松田義雄,Matsuda Yoshio,,,,,uechi-ryu,uechi-ryu,yes,7,,yes,
J0014,Yara Choi,屋良朝意,,1915,2014,,,tomari-te,tomari-te,yes,13,,yes,
J0015,Isao Shima,島勇夫,Shima Isao,,,,,matsubayashi-ryu,matsubayashi-ryu,yes,13,,yes,
J0016,Nakazone Kinei (Nakasone Kinei),ナカゾネ キンエイ,,1936,2002,,,goju-ryu|shoreikan,goju-ryu,yes,12,,yes,
J0017,Giyu Gibo,儀保宜裕,Gibo Giyu,1938,,,,kobayashi-shorin-ryu|shorin-ryu-shorinkan,kobayashi-shorin-ryu,yes,14,,yes,
J0018,Yuko Tomimoto,富本裕宏,Tomimoto Yuko,1939,2023,,,okinawan-kobudo,okinawan-kobudo,,,,yes,
J0019,Tokuyama Yoshinori (usually romanised Yoshiki Tokuyama),徳山良規,,1946,,,,shudokan|kobayashi-shorin-ryu,shudokan,yes,13,,yes,
J0020,Kinjō Yoshitaka,金城嘉孝,,1953,,,,goju-ryu|tomari-te,goju-ryu,yes,12,,yes,
J0021,Seikō Kina,喜納正興,Kina Seikō,,,,,goju-ryu,goju-ryu,yes,10,,yes,
J0022,Kōsei Wakugawa,湧川幸盛,Wakugawa Kōsei,1926,2021,,,goju-ryu|shodokan-goju-ryu,goju-ryu,yes,11,,yes,
J0023,Katsuyuki Shimabukuro,島袋勝之,Shimabukuro Katsuyuki,,,,,kobayashi-shorin-ryu,kobayashi-shorin-ryu,yes,16,,yes,
J0024,Ishimine Chōshin,伊志嶺朝信,,,,,,goju-ryu,goju-ryu,yes,10,,yes,
J0025,Hiroshi Inada,稲田弘,Inada Hiroshi,1933,2013,,,uechi-ryu|shohei-ryu,uechi-ryu,yes,7,,yes,
J0026,Tōyama Zenshū,當山全秋,,1936,,,,goju-ryu|shoreikan,goju-ryu,yes,11,,yes,
J0027,Isamu Arakaki,新垣勇,Arakaki Isamu,1941,2013,,,kobayashi-shorin-ryu|shorin-ryu-kyudokan,kobayashi-shorin-ryu,yes,16,,yes,
J0028,Shiroma Kiyonori (Seihan),城間清範,,1941,2012,,,motobu-udundi,motobu-udundi,yes,12,,yes,
J0029,Tetsuo Takamiyagi,高宮城鉄男,Takamiyagi Tetsuo,1942,,,,shorin-ryu|motobu-udundi|okinawan-kobudo,shorin-ryu,yes,15,,yes,
J0030,Kiyoshi Tsuha,津波清,Tsuha Kiyoshi,1944,,,,kobayashi-shorin-ryu|okinawan-kobudo,kobayashi-shorin-ryu,yes,14,,yes,
J0031,Yoshio Kuba,久場良男,Kuba Yoshio,1946,,,,goju-ryu,goju-ryu,yes,11,,yes,
J0032,Eiki Kanagusuku,金城榮喜,Kanagusuku Eiki,,,,,okinawan-karate-generic|okinawan-kobudo,okinawan-kobudo,,,,yes,
J0033,Kinjō Kenpo,金城憲保,,,,,,okinawan-karate-generic,okinawan-karate-generic,,,,yes,
J0034,Mitsuo Kakazu,嘉数光雄,Kakazu Mitsuo,,,,,okinawan-kobudo,okinawan-kobudo,yes,12,,yes,
J0035,Yoshio Higa,比嘉敏雄,Higa Yoshio,1930,,,,uechi-ryu|shohei-ryu,uechi-ryu,yes,7,,yes,
J0036,Kōtarō Iha,伊波光太郎,Iha Kōtarō,1939,,,,okinawan-kobudo|kobayashi-shorin-ryu,okinawan-kobudo,yes,16,,yes,
J0037,Yoshio Taira,平良吉雄,Taira Yoshio,,,,,goju-ryu,goju-ryu,yes,12,,yes,
J0038,Masatsune Chinen,知念正常,Chinen Masatsune,,2016,,,goju-ryu,goju-ryu,,,,yes,
J0039,Yoshitsune Senaga,瀬長義常,Senaga Yoshitsune,1937,,,,uechi-ryu,uechi-ryu,yes,13,,yes,
J0040,Kiyūna Chōkō,喜友名朝孝,,1939,,,,shorin-ryu|risshikan,shorin-ryu,,,,yes,
J0041,Minoru Miyagi,宮城實,Miyagi Minoru,1941,,,,uechi-ryu,uechi-ryu,yes,8,,yes,
J0042,Kōsuke Miyazato,宮里幸助,Miyazato Kōsuke,,,,,ryukyu-kobudo-akamine|shorin-ryu,ryukyu-kobudo-akamine,yes,13,,yes,
J0043,Tetsuo Hanashiro,玻名城哲夫,Hanashiro Tetsuo,,,,,okinawan-karate-generic,okinawan-karate-generic,,,,yes,
J0044,Noritsune Genka,源河徳恒,Genka Noritsune,,,,,shorin-ryu-shorinkan,shorin-ryu-shorinkan,yes,14,,yes,
J0045,Yoshimasa Matsuda,松田芳正,Matsuda Yoshimasa,,,,,shorin-ryu|kobayashi-shorin-ryu,shorin-ryu,yes,14,,yes,
J0046,Ikuo Yonamine,与那嶺育孝,Yonamine Ikuo,,,,,goju-ryu|meibukan,goju-ryu,yes,10,,yes,
J0047,Eishō Nakamoto,仲本英征,Nakamoto Eishō,,,,,goju-ryu|ufuchiku-kobujutsu,goju-ryu,yes,15,,yes,
J0048,Tsuneo Shimabukuro,島袋常雄,Shimabukuro Tsuneo,1945,,,,uechi-ryu|ryukyu-kobudo,uechi-ryu,yes,14,,yes,
J0049,Kiyomasa Maeda,前田清正,Maeda Kiyomasa,,,,,matsubayashi-ryu|yamanni-ryu,matsubayashi-ryu,yes,14,,yes,
J0050,Shintoku Gushiken,具志堅新徳,Gushiken Shintoku,,,,,goju-ryu,goju-ryu,yes,12,,yes,
J0051,Tesshin Hamada,濱田鉄心,,,,,"Norfolk / Virginia Beach, Virginia, USA; DNBK Honbu Kyoto",bushin-kan|shorin-ken|chishin-ryu-heiho|dai-nippon-butokukai|japanese-karate-generic|karate-generic|dnbk-international,bushin-kan,yes,0,,yes,
J0052,Kumao Ohno,大野熊雄,,,,,"Kyoto, Japan",dai-nippon-butokukai,dai-nippon-butokukai,,,,yes,
J0053,Genichi Kawase,川瀬元一,,,,,"Kyoto, Japan",dai-nippon-butokukai,dai-nippon-butokukai,,,,yes,
J0054,Masaharu Fujiwara,藤原正晴,,,,,"Kyoto, Japan",dai-nippon-butokukai,dai-nippon-butokukai,,,,yes,
J0055,Yukiharu Miura,三浦靱治,,,,,"Kyoto, Japan",dai-nippon-butokukai,dai-nippon-butokukai,,,,yes,
J0056,Manabu Adachi,安達学,,,,,"Kyoto, Japan",dai-nippon-butokukai,dai-nippon-butokukai,,,,yes,
J0057,Masakatsu Tsujino,辻野正勝,,,,,"Kyoto, Japan",dai-nippon-butokukai,dai-nippon-butokukai,,,,yes,
J0058,Hyomitsu Kuwahara,桑原兵充,,,,,"Kyoto, Japan",dai-nippon-butokukai,dai-nippon-butokukai,,,,yes,
J0059,Fuminori Yamada,山田文典,,,,,"Kyoto, Japan",dai-nippon-butokukai,dai-nippon-butokukai,,,,yes,
J0060,Toshikazu Sakamoto,坂本俊一,,,,,"Kyoto, Japan",dai-nippon-butokukai|shorin-ken,dai-nippon-butokukai,yes,0,,yes,
J0061,Yutaka Takeda,竹田豊,,,,,"Kyoto, Japan",dai-nippon-butokukai,dai-nippon-butokukai,,,,yes,
J0062,Masahiko Uemura,上村雅彦,,,,,"Kyoto, Japan",dai-nippon-butokukai|shorin-ken,dai-nippon-butokukai,,,,yes,
J0063,Jigo Higashifushimi,東伏見慈洽,,1910,2014,,"Kyoto, Japan (Shoren-in 青蓮院)",dai-nippon-butokukai,dai-nippon-butokukai,,,,yes,
J0064,Jiko Higashifushimi,東伏見慈晃,,1942,,,"Kyoto, Japan (Shoren-in 青蓮院)",dai-nippon-butokukai,dai-nippon-butokukai,,,,yes,
J0065,Akihito Komatsunomiya,小松宮彰仁親王,,,,,"Kyoto, Japan",dai-nippon-butokukai,dai-nippon-butokukai,,,,yes,
J0066,Keith Seal,,,,,,"Kitty Hawk, North Carolina (Outer Banks), USA",bushin-kan|shorin-ken|chishin-ryu-heiho|dai-nippon-butokukai,bushin-kan,yes,1,,yes,
J0067,William Stockey,,,,,,"Fairfax, Virginia, USA",bushin-kan|dai-nippon-butokukai,bushin-kan,yes,1,,yes,
J0068,Kim Baylor,,,,,,"Norfolk, Virginia, USA",dai-nippon-butokukai,dai-nippon-butokukai,yes,1,,yes,
J0069,Soichiro Higashi,東壮一郎,,,,,Japan (Kyushu International University 九州国際大学),dai-nippon-butokukai|chishin-ryu-heiho,dai-nippon-butokukai,yes,1,,yes,
J0070,Larry King,,,,,,"Norfolk / Virginia Beach area, Virginia, USA",bushin-kan|chishin-ryu-heiho|dai-nippon-butokukai,bushin-kan,yes,1,,yes,
J0071,Wayne Taylor,,,,,,United Kingdom,dai-nippon-butokukai,dai-nippon-butokukai,,,,yes,
J0072,Masafumi Suzuki,鈴木正文,,1929,1991,,"Kōriyama, Fukushima Prefecture (born); Kyoto (based)",nihon-seibukan|goju-ryu|naha-te|karate-generic|japanese-karate-generic,nihon-seibukan,yes,11,,yes,
J0073,Hiroyasu Tamae,玉得博康,,1906,1985,,"Naha, Okinawa (born); Isesaki, Gunma then Tokyo (based); bur",oto-ryu|renbukai|shuri-te|tomari-te|karate-generic|okinawan-karate-generic,oto-ryu,yes,9,,yes,
J0074,Norio Nakamura,中村典夫,,,,,"Shibuya, Tokyo",renbukai|shudokan|karate-generic|japanese-karate-generic,renbukai,yes,13,,yes,
J0075,Tsugumasa Nango,南郷継正,,1933,,,Miyazaki Prefecture,genwakai|renbukai|japanese-karate-generic|karate-generic,genwakai,,,,yes,
J0076,Hiroyuki Hamada,濱田博之,,1925,2003,,"Satsumasendai, Kagoshima Prefecture",koden-shindo-ryu|tomari-te|shuri-te|naha-te|japanese-karate-generic|karate-generic,koden-shindo-ryu,,,,yes,
J0077,Kensuke Ohama,大浜賢助,,,,,Okinawa,shuri-te|okinawan-kobudo|okinawan-karate-generic|karate-generic,shuri-te,yes,0,,yes,
J0078,Katsumi Uesugi,上杉勝巳,,,,,Japan,nihon-bogu-karate|kobayashi-shorin-ryu|renbukai|japanese-karate-generic|karate-generic,nihon-bogu-karate,yes,14,,yes,
J0079,Yasuo Kawano,河野保雄,,,,,Kyoto,nihon-seibukan|goju-ryu|naha-te|karate-generic,nihon-seibukan,yes,12,,yes,
J0080,Nisaburo Miki,三木二三郎,,,,,Tokyo; travelled to Okinawa,japanese-karate-generic|shuri-te|tomari-te|karate-generic,shuri-te,yes,12,,yes,
J0081,Kazuya Kanzaki,神崎和也,,1928,2018,,"Miyako-machi, Fukuoka (b.); Beppu, Ōita",toon-ryu,toon-ryu,yes,10,,yes,
J0082,Shigemitsu Kyoda,許田重光,,,,,"Beppu, Ōita",toon-ryu,toon-ryu,yes,9,,yes,
J0083,Shigehide Ikeda,池田重秀,,,,,Ōita,toon-ryu,toon-ryu,yes,11,,yes,
J0084,Shigemasa Yoshino,芳野重正,,,,,Fukuoka,toon-ryu,toon-ryu,,,,yes,
J0085,Mario McKenna,マリオ・マッケンナ,,,,,"Vancouver, Canada",toon-ryu,toon-ryu,yes,11,,yes,
J0086,Shinsuke Moromizato,諸見里真助,,,,,Okinawa,motobu-udundi,motobu-udundi,yes,12,,yes,
J0087,Takeshi Uehara,上原健志,,,,,Okinawa,motobu-udundi,motobu-udundi,yes,12,,yes,
J0088,Masanobu Ishikawa,石川正信,,,,,Okinawa,motobu-udundi,motobu-udundi,yes,12,,yes,
J0089,Kenji Uehara,上原健司,,,,,Okinawa,motobu-udundi,motobu-udundi,,,,yes,
J0090,Harumitsu Kinjo,金城春光,,,,,Okinawa City,motobu-udundi,motobu-udundi,yes,12,,yes,
J0091,Hector Bauza,ヘクター・バウザ,,,,,"Florida, USA",motobu-udundi,motobu-udundi,,,,yes,
J0092,Iko Kojo,湖城以幸,,1836,1907,,"Kume village, Naha",kojo-ryu,kojo-ryu,,,,yes,
J0093,Isho Kojo,湖城以昌,,1848,1910,,"Kume village, Naha",kojo-ryu,kojo-ryu,,,,yes,
J0094,Michio Yamada,山田道夫,,,,,Tottori Prefecture,kojo-ryu,kojo-ryu,yes,8,,yes,
J0095,Chotoku Zukeran,瑞慶覧朝徳,,,,,Okinawa,yamanni-ryu,yamanni-ryu,yes,6,,yes,
J0096,Masaushi Yonaha,与那覇政牛,,,,,Okinawa,yamanni-ryu,yamanni-ryu,yes,6,,yes,
